,2019-06-03 04:00:00+00:00
"EEMV.parquet_forward_return_1_day,_0:00:00",0.0965522182062124
"HYG.parquet_forward_return_1_day,_0:00:00",0.10365377187079979
"MTUM.parquet_forward_return_1_day,_0:00:00",0.23405945625204777
"QUAL.parquet_forward_return_1_day,_0:00:00",0.11615183833277688
"SIZE.parquet_forward_return_1_day,_0:00:00",0.18154429419048013
"USMV.parquet_forward_return_1_day,_0:00:00",0.09583609331813693
"VLUE.parquet_forward_return_1_day,_0:00:00",0.17220232782954617
