,2019-09-22 04:00:00+00:00
"EEMV.parquet_forward_return_1_day,_0:00:00",0.11460579053975985
"EFAV.parquet_forward_return_1_day,_0:00:00",0.09263957671475988
"MTUM.parquet_forward_return_1_day,_0:00:00",0.18904109689350782
"QUAL.parquet_forward_return_1_day,_0:00:00",0.20238002008094125
"SIZE.parquet_forward_return_1_day,_0:00:00",0.11009744819992835
"USMV.parquet_forward_return_1_day,_0:00:00",0.1910637390709624
"VLUE.parquet_forward_return_1_day,_0:00:00",0.1001723285001404
