index,EEMV,HYG,MTUM,QUAL,SIZE,USMV,VLUE
2014-01-23 05:00:00,47.02559,65.26439,55.31374,49.69619,50.86354,30.602829999999997,49.9831
2014-01-24 05:00:00,45.9213,64.83227,53.93481,48.66622,49.611999999999995,30.114859999999997,49.02189
2014-01-27 05:00:00,45.4541,64.81136,53.383230000000005,48.27554,49.47098,29.98415,48.775209999999994
2014-01-28 05:00:00,45.870329999999996,65.09711999999999,53.97158,48.364329999999995,49.52386,30.149720000000002,48.775209999999994
2014-01-29 05:00:00,45.27572,64.90196999999999,53.21776,47.94701,49.52386,29.8883,48.775209999999994
2014-01-30 05:00:00,45.49658,65.01348,54.385259999999995,48.30218,49.70895,30.149720000000002,48.95384
2014-01-31 05:00:00,45.4626,64.99258,53.907230000000006,48.0802,49.70895,29.99287,48.84326
2014-02-03 05:00:00,44.43476,64.7975,52.46394,46.95256,49.70895,29.34805,48.29885
2014-02-04 05:00:00,45.13131,64.87455,53.02471,47.3166,48.73945,29.53104,47.99263
2014-02-05 05:00:00,44.9954,64.87455,52.85924,47.183409999999995,48.73945,29.5049,47.83101
2014-02-06 05:00:00,45.64098,65.10569,53.475159999999995,47.76056,48.73945,29.74888,48.47749
2014-02-07 05:00:00,45.98077,65.4349,54.615080000000006,48.5064,49.58556,30.12358,48.61359
2014-02-10 05:00:00,45.59002,65.47693000000001,54.68863,48.61295,49.83234,30.201999999999998,49.01339
2014-02-11 05:00:00,46.18463,65.589,55.42406,49.13681,49.83234,30.524409999999996,49.63435
2014-02-12 05:00:00,46.31205,65.48392,55.451640000000005,49.243359999999996,49.83234,30.524409999999996,49.60883
2014-02-13 05:00:00,46.3885,65.67305,56.03079,49.56301,50.79303,30.72482,49.94908
2014-02-14 05:00:00,46.89817,65.77811,56.21465,49.776109999999996,50.79303,30.890390000000004,50.144729999999996
2014-02-18 05:00:00,46.53291,65.86917,56.60995,49.95369,50.79303,30.977529999999998,50.31485
2014-02-19 05:00:00,46.32054,65.70107,56.242230000000006,49.58964,51.40998,30.864240000000002,50.20427
2014-02-20 05:00:00,46.53291,65.90419,56.78461,49.96257,51.40998,31.064659999999996,50.35738
2014-02-21 05:00:00,46.64333,65.96023000000001,56.6743,49.85602,51.51575,31.029809999999998,50.26381
2014-02-24 05:00:00,46.71978,66.10732,57.24426,50.13127,51.62151,31.07338,50.26381
2014-02-25 05:00:00,46.21861,66.18436,57.17071,50.069109999999995,51.62151,31.07338,50.42543
2014-02-27 05:00:00,47.04258,66.42251999999999,57.49247,50.371,51.62151,31.19537,50.42543
2014-02-28 05:00:00,47.093540000000004,66.49256,57.52924,50.43316,51.62151,31.30865,50.7827
2014-03-03 05:00:00,46.634840000000004,66.43153000000001,57.032819999999994,49.95369,51.69202,31.090809999999998,50.41693
2014-03-04 05:00:00,47.169990000000006,66.67085,58.19112,50.7972,52.3266,31.51778,51.1825
2014-03-05 05:00:00,47.29741,66.55119,58.28305,50.66401,52.20321,31.44807,51.15697
2014-03-06 05:00:00,47.79009,66.45265,58.172740000000005,50.699529999999996,52.20321,31.430640000000004,51.361129999999996
2014-03-07 05:00:00,47.27193,66.19926,58.00727,50.55746,52.2649,31.50907,51.42918
2014-03-10 04:00:00,46.89817,66.20629,58.04404,50.64626,52.2649,31.48293,51.38665
2014-03-11 04:00:00,46.61785,66.1359,57.62116999999999,50.52195,52.09745,31.44807,51.037890000000004
2014-03-12 04:00:00,46.796240000000004,66.24853,57.69471,50.5397,51.7449,31.47421,51.037890000000004
2014-03-13 04:00:00,46.36302,66.07256,56.85815,49.87377,51.7449,31.2128,51.037890000000004
2014-03-14 04:00:00,46.524409999999996,66.02328,56.60075,49.72283,51.7449,31.23023,50.5105
2014-03-17 04:00:00,46.94064,66.11479,57.161519999999996,50.23782,51.7449,31.439359999999997,50.85926
2014-03-18 04:00:00,47.35687,66.31187,57.66713000000001,50.68177,52.273720000000004,31.57878,51.344120000000004
2014-03-19 04:00:00,46.59237,65.97400999999999,57.1891,50.31773,52.273720000000004,31.33479,51.3186
2014-03-20 04:00:00,46.7028,66.19926,57.22586999999999,50.37988,52.273720000000004,31.39579,51.3186
2014-03-21 04:00:00,46.76226,66.15701999999999,56.59156,50.11351,52.40592,31.30865,51.4632
2014-03-24 04:00:00,46.94064,66.17814,55.82855,50.015840000000004,51.95643,31.177940000000003,51.165490000000005
2014-03-25 04:00:00,47.4758,66.31187,55.94936,50.187470000000005,51.95643,31.28462,51.50179
2014-03-26 04:00:00,47.416340000000005,66.32595,55.24953000000001,49.76865,51.94997,31.18828,51.2112
2014-03-27 04:00:00,48.02794,66.22740999999999,54.92725,49.59933,51.57813,31.19704,51.040279999999996
2014-03-28 04:00:00,48.35923,66.34003,55.01011999999999,49.724090000000004,52.08276,31.275859999999998,51.38214
2014-03-31 04:00:00,48.58858,66.43857,55.56261,50.19638,52.436890000000005,31.57364,51.74964
2014-04-01 04:00:00,49.04728,66.56262,56.2164,50.68649,52.436890000000005,31.59992,52.04023
2014-04-02 04:00:00,48.91986,66.49189,56.621559999999995,50.820159999999994,52.76445,31.67874,52.04023
2014-04-03 04:00:00,48.7075,66.52018000000001,56.087480000000006,50.624109999999995,52.720180000000006,31.6875,52.04023
2014-04-04 04:00:00,48.66503,66.67577,54.8812,49.84885,52.720180000000006,31.42475,52.46756
2014-04-07 04:00:00,48.80943,66.53433000000001,54.172169999999994,49.42111,52.07391,31.2058,51.23685
2014-04-08 04:00:00,49.293620000000004,66.68992,54.33791,49.44785,52.07391,31.33717,51.2283
2014-04-09 04:00:00,49.803290000000004,66.796,55.49816,50.13399999999999,52.020790000000005,31.564890000000002,51.73255
2014-04-10 04:00:00,49.44652,66.60505,53.794630000000005,49.20725,51.82602,31.10946,50.86934
2014-04-11 04:00:00,49.52297,66.32217,53.0948,48.601290000000006,51.3391,30.88174,50.41637
2014-04-14 04:00:00,49.48899,66.53433000000001,53.389469999999996,48.966640000000005,51.3391,31.10946,50.51039
2014-04-15 04:00:00,49.20868,66.60505,53.86829,49.38547,51.29483,31.29338,51.05737
2014-04-16 04:00:00,49.59942,66.64041,54.632580000000004,49.95578,52.0562,31.59992,51.49324
2014-04-17 04:00:00,49.82877,66.56262,54.85358000000001,50.0538,52.3395,31.61743,51.7411
2014-04-21 04:00:00,49.59942,66.56262,55.24953000000001,50.160740000000004,52.357209999999995,31.71378,51.80092
2014-04-22 04:00:00,49.616409999999995,66.63334,55.70074,50.43698,52.58739,31.78384,52.09151
2014-04-23 04:00:00,49.19169,66.65456,55.41528,50.19638,52.58739,31.73129,52.014590000000005
2014-04-24 04:00:00,49.344590000000004,66.66869,55.22191,50.24094,52.58739,31.67874,52.014590000000005
2014-04-25 04:00:00,48.81793,66.64748,54.282669999999996,49.86667,52.357209999999995,31.60868,51.65563
2014-04-28 04:00:00,49.0133,66.63334,54.13533,50.23203,52.19785,31.78384,51.809470000000005
2014-04-29 04:00:00,49.30212,66.73235,54.58654,50.499359999999996,52.56083,31.86267,52.10005
2014-04-30 04:00:00,49.47201,66.7182,55.01011999999999,50.57065,52.65821,31.994040000000002,52.16843
2014-05-01 04:00:00,49.60792,66.64958,55.139030000000005,50.641940000000005,52.817569999999996,31.98528,52.134240000000005
2014-05-02 04:00:00,49.87125,66.80587,55.139030000000005,50.52609,52.84413000000001,31.8977,52.15133
2014-05-05 04:00:00,49.58243,66.77745,55.5442,50.75778,52.84413000000001,31.98528,51.84365
2014-05-06 04:00:00,49.67587,66.79166,54.733869999999996,50.34787,52.578540000000004,31.74881,51.818020000000004
2014-05-07 04:00:00,49.879740000000005,66.89112,54.71545,50.31223,52.73789,31.94149,51.818020000000004
2014-05-08 04:00:00,49.85426,66.87691,54.632580000000004,50.33005,52.73789,31.92397,51.98895
2014-05-09 04:00:00,49.90522,66.94085,54.95486999999999,50.54391,52.70248,31.96777,51.79237
2014-05-12 04:00:00,50.32995,67.01189000000001,55.86649,51.07858,53.1894,32.12542,52.55302
2014-05-13 04:00:00,50.4064,67.11845,55.93095,51.16769,53.19825,32.16921,52.681219999999996
2014-05-14 04:00:00,50.618759999999995,67.15396,55.49816,50.86472,53.136280000000006,32.090379999999996,52.43337
2014-05-15 04:00:00,50.261990000000004,67.09003,54.8812,50.33896,52.49886,31.82763,51.79237
2014-05-16 04:00:00,50.8651,67.225,55.1022,50.58847,52.808719999999994,31.97652,51.79237
2014-05-19 04:00:00,50.91607,67.32446,55.59024,50.766690000000004,52.94151,31.97652,52.24535
2014-05-20 04:00:00,50.346940000000004,67.23921,55.139030000000005,50.4548,52.58739,31.78384,51.90348
2014-05-21 04:00:00,50.73769,67.23210999999999,55.80202,50.81125,52.78216,31.95901,52.2197
2014-05-22 04:00:00,51.15392,67.28184,56.16115,50.93600000000001,53.04775,32.02032,52.48465
2014-05-23 04:00:00,51.10295,67.30315,56.45581,51.19443,53.2071,32.090379999999996,52.58721
2014-05-27 04:00:00,50.77167,67.36709,57.02673000000001,51.39047,53.437290000000004,32.16045,52.79233000000001
2014-05-28 04:00:00,50.95855,67.3884,57.063559999999995,51.38156,53.57894,32.099140000000006,52.83506
2014-05-29 04:00:00,51.22187,67.45233,57.28456,51.57761,53.68516999999999,32.24803,52.97181
2014-05-30 04:00:00,50.62726,67.52338,57.247719999999994,51.74692,53.86224,32.36189,52.97181
2014-06-02 04:00:00,50.5593,67.30886,57.41347,51.78256,53.99503000000001,32.34437,53.26239
2014-06-03 04:00:00,50.83113,67.31599,57.302969999999995,51.66672,53.99503000000001,32.30934,53.26239
2014-06-04 04:00:00,50.56779,67.31599,57.42268000000001,51.78256,53.94191,32.44072,53.416230000000006
2014-06-05 04:00:00,50.92457,67.48013,57.708130000000004,52.103359999999995,53.94191,32.56333,53.49315
2014-06-06 04:00:00,51.27284,67.67281,57.84626,52.30832,54.6059,32.62464,53.9974
2014-06-09 04:00:00,51.425740000000005,67.7513,57.79101,52.35287,54.59704,32.61588,54.057219999999994
2014-06-10 04:00:00,51.59563,67.71562,57.800219999999996,52.245940000000004,54.45539,32.53706,54.08286
2014-06-11 04:00:00,51.425740000000005,67.72276,57.77259,52.07663,54.45539,32.38816,53.88629
2014-06-12 04:00:00,51.25585,67.67994,57.28456,51.57761,54.45539,32.26555,53.72391
2014-06-13 04:00:00,51.41725,67.75844000000001,57.37664,51.63998,54.45539,32.34437,53.62989
2014-06-16 04:00:00,51.13693,67.72276,57.40426,51.7291,54.45539,32.36189,53.74955
2014-06-17 04:00:00,51.11144,67.67281,57.58843,51.82712,54.45539,32.39692,53.920480000000005
2014-06-18 04:00:00,51.57015,67.97967,58.140919999999994,51.978609999999996,54.4908,32.62464,54.339259999999996
2014-06-19 04:00:00,51.41725,67.96539,58.15934,52.121190000000006,54.968869999999995,32.75602,54.3649
2014-06-20 04:00:00,51.44273,68.02962,58.536880000000004,52.19247,55.01314,32.80856,54.53584
2014-06-23 04:00:00,51.425740000000005,68.02248,58.4448,52.19247,55.137080000000005,32.75602,54.56146999999999
2014-06-24 04:00:00,51.31532,67.96539,58.09488,51.87167,54.80066,32.6334,54.168330000000005
2014-06-25 04:00:00,51.54929,68.06529,58.49873,52.1055,54.88955,32.746959999999994,54.29886
2014-06-26 04:00:00,51.652440000000006,67.99393,58.45254,52.01605,54.88065,32.71174,53.9983
2014-06-27 04:00:00,51.85015,67.99393,58.50796999999999,52.13234,55.02301,32.764559999999996,54.17005
2014-06-30 04:00:00,51.63525,67.93684,58.43407,52.051829999999995,55.031909999999996,32.764559999999996,54.35896999999999
2014-07-01 04:00:00,52.01347,67.95477,58.94211,52.60643,55.36113,32.94062,54.65954
2014-07-02 04:00:00,52.03926,67.99776999999999,58.822030000000005,52.65116,55.111990000000006,32.896609999999995,54.65954
2014-07-03 04:00:00,52.228359999999995,67.89743,59.11761,52.94634,55.405609999999996,33.00224,54.9601
2014-07-07 04:00:00,52.34871,67.84725,58.5911,52.78533,55.129780000000004,32.94062,54.76258000000001
2014-07-08 04:00:00,52.31432,67.86159,58.12,52.508030000000005,54.84506,32.8702,54.487790000000004
2014-07-09 04:00:00,52.66676,67.81142,58.48949,52.67799,55.0764,32.984629999999996,54.711059999999996
2014-07-10 04:00:00,52.3745,67.60356,58.29551,52.37386,54.88955,32.93182,54.47061
2014-07-11 04:00:00,52.43467,67.71824000000001,58.5172,52.42753,54.88955,32.93182,54.49637
2014-07-14 04:00:00,52.71833,67.69673,58.80355,52.7585,54.88955,33.03745,54.49637
2014-07-15 04:00:00,52.51203,67.58923,58.52644,52.516980000000004,54.88955,32.99344,54.83987
2014-07-16 04:00:00,52.520619999999994,67.48170999999999,58.57261999999999,52.597480000000004,55.192069999999994,33.099070000000005,54.97727
2014-07-17 04:00:00,51.87593,67.00865999999999,57.75975,51.97132,54.773880000000005,32.77337,54.65954
2014-07-18 04:00:00,52.46905,67.28819,58.60957,52.65116,55.13868000000001,33.08147,54.917159999999996
2014-07-21 04:00:00,52.70114,67.17352,58.62805,52.45436,54.96963,32.97583,54.83128000000001
2014-07-22 04:00:00,53.04496999999999,67.26669,59.02525,52.82111,55.10309,33.04626,55.04597
2014-07-23 04:00:00,52.9762,67.3957,59.30235,53.08051999999999,55.10309,33.08147,55.20055
2014-07-24 04:00:00,53.03638,67.51755,59.496340000000004,52.92845,55.28105,33.090270000000004,55.24349
2014-07-25 04:00:00,52.88165,67.40287,59.30235,52.68694,55.28105,32.94942,54.9601
2014-07-28 04:00:00,53.09655,67.20218,59.20074,52.87478,54.7116,33.01984,54.86563
2014-07-29 04:00:00,52.847269999999995,67.109,59.006769999999996,52.68694,55.0764,32.92302,54.97727
2014-07-30 04:00:00,52.83006999999999,66.82947,59.099140000000006,52.69588,54.56924,32.8614,54.71965
2014-07-31 04:00:00,52.13381,66.28474,57.824419999999996,51.65825,54.04427,32.298,53.921009999999995
