,2019-06-03 04:00:00+00:00
"EEMV.parquet_forward_return_1_day,_0:00:00",0.11261727197576482
"HYG.parquet_forward_return_1_day,_0:00:00",0.19795710337549213
"MTUM.parquet_forward_return_1_day,_0:00:00",0.16421837524489943
"QUAL.parquet_forward_return_1_day,_0:00:00",0.0945551808263345
"SIZE.parquet_forward_return_1_day,_0:00:00",0.15687616880313615
"USMV.parquet_forward_return_1_day,_0:00:00",0.0973908848799648
"VLUE.parquet_forward_return_1_day,_0:00:00",0.1763850148944081
